ID_Transacao,Data,Valor_Compra,Industria,Tipo_Compra,Qtd_Parcelas,Wallet,Cliente_ID,ID_Cartao,Input_Mode,Input_Mode_Code,Crossborder,Contactless,Autorizado
86827,2025-06-04 03:06:39,40.8,Alimentação,CP,1.0,,5902,13998402,Swiped,59,,0.0,Sim
86828,2025-09-18 19:20:27,1125.97,Varejo,CP,,,3413,96106801,Chip,54,,,Sim
86829,2025-03-08 15:57:22,847.7,Alimentação,CP,,,7120,29834031,PayPass,51,,,Sim
86830,2025-04-28 12:59:28,742.64,Alimentação,CP,6.0,,3269,41882917,Swiped,59,,0.0,Sim
86831,2023-11-04 19:02:35,636.7,Educação,CNP,,,5439,45121893,Mail Order,32,,,Sim
86832,2025-10-14 19:27:03,845.12,Alimentação,CP,,,5169,84270436,PayPass,51,,,Sim
86833,2025-01-04 01:33:10,940.5,Tecnologia,CP,,,9717,13547214,PayPass,51,,,Sim
86834,2023-05-04 18:09:29,905.87,Tecnologia,CP,,,1263,38679160,Swiped,59,,,Sim
86835,2023-02-26 06:54:07,1089.9,Tecnologia,CP,,,8897,40146978,PayPass,51,,0.0,Sim
86836,2025-10-04 04:22:24,899.86,Tecnologia,CP,,,3678,70393567,Chip,54,,,Sim
86837,2025-03-20 15:12:28,1005.89,Entretenimento,CP,,,3483,75083229,Swiped,59,,,Sim
86838,2023-11-05 08:33:49,644.54,Tecnologia,CP,,Samsung Pay,3067,63477868,PayPass,51,,,Sim
86839,2023-08-16 15:09:36,1047.91,Entretenimento,CNP,,,3384,64670623,Mail Order,32,,,Sim
86840,2023-12-22 13:05:07,215.76,Alimentação,CP,1.0,,9567,73710661,Swiped,59,,0.0,Sim
86841,2025-03-28 08:08:10,1184.92,Entretenimento,CNP,,,8737,64963570,Recurring,36,,,Sim
86842,2023-07-28 07:41:30,205.56,Alimentação,CP,3.0,,6485,92998626,PayPass,51,,,Sim
86843,2025-03-09 21:27:14,309.47,Alimentação,CP,,,8535,39123150,PayPass,51,,,Sim
86844,2025-04-02 09:14:59,376.75,Varejo,CP,,,6466,33745761,PayPass,51,,,Sim
86845,2023-03-19 02:23:10,721.72,Alimentação,CNP,,,1596,85422748,MasterPass,39,,,Sim
86846,2025-05-18 05:01:06,410.04,Alimentação,CP,,,3123,20572511,PayPass,51,,,Sim
86847,2025-02-19 06:49:14,770.74,Entretenimento,CNP,,,5050,98980541,eCommerce,38,,,Sim
86848,2023-11-06 17:11:24,139.32,Alimentação,CNP,,,7208,25364724,Mail Order,32,,,Sim
86849,2023-05-23 21:46:08,691.91,Tecnologia,CP,4.0,,8691,38251164,Swiped,59,,,Sim
86850,2023-04-26 15:05:29,1103.27,Saúde,CNP,,,1772,43104972,Recurring,36,,,Sim
86851,2025-02-05 23:30:03,470.35,Varejo,CP,,,7073,62737842,Swiped,59,,,Sim
86852,2025-01-09 17:52:01,985.61,Varejo,CP,,,4983,71722486,PayPass,51,,,Sim
86853,2023-10-30 06:19:41,352.11,Alimentação,CP,,Google Pay,2820,75183073,PayPass,51,,,Sim
86854,2025-05-01 00:49:02,1197.18,Varejo,CP,,,1801,81273185,Chip,54,,,Sim
86855,2025-04-07 16:52:51,805.6,Varejo,CP,,,8266,40340132,PayPass,51,,,Sim
86856,2025-07-15 21:40:08,356.87,Alimentação,CP,,,1837,22569919,Chip,54,,,Sim
86857,2025-02-05 12:43:29,1040.55,Educação,CP,8.0,,7768,24340344,Chip,54,,,Sim
86858,2025-05-16 04:18:38,690.59,Varejo,CP,10.0,Apple Pay,4117,94070388,Swiped,59,,0.0,Sim
86859,2025-03-09 13:59:38,661.77,Varejo,CP,6.0,,2419,40869900,Swiped,59,,0.0,Sim
86860,2023-05-29 20:58:10,750.0,Entretenimento,CNP,,,7114,39957120,Phone Order,35,,,Sim
86861,2025-05-22 07:37:52,701.51,Saúde,CP,,,4727,70965641,PayPass,51,,,Sim
86862,2025-09-14 07:16:59,842.57,Varejo,CP,7.0,,8721,96868329,Chip,54,,1.0,Sim
86863,2025-08-13 04:00:35,562.69,Varejo,CP,,Google Pay,7917,13832346,PayPass,51,,,Sim
86864,2023-03-16 11:59:40,1108.32,Alimentação,CP,,,8828,97184416,PayPass,51,,,Sim
86865,2023-06-13 15:27:45,101.98,Varejo,CP,,,4269,37895375,Swiped,59,,,Sim
86866,2025-05-18 00:06:45,805.87,Alimentação,CP,,,8631,57949933,PayPass,51,,,Sim
86867,2023-08-01 20:45:32,914.32,Tecnologia,CP,4.0,,2685,95183245,PayPass,51,,,Sim
86868,2023-12-02 19:07:58,644.15,Varejo,CP,,,9794,98139275,PayPass,51,,,Sim
86869,2025-04-13 11:01:04,746.12,Saúde,CNP,,,9117,18303483,Mail Order,32,,,Sim
86870,2025-11-15 20:49:44,74.9,Tecnologia,CP,10.0,,4557,61980838,PayPass,51,,,Sim
86871,2025-07-19 12:47:58,621.32,Varejo,CNP,,,8424,76094962,Recurring,36,,,Sim
86872,2023-04-05 04:44:51,197.64,Varejo,CP,,,9002,86037525,Swiped,59,,1.0,Sim
86873,2025-03-28 15:51:58,699.03,Varejo,CP,,Samsung Pay,4886,50155438,PayPass,51,,,Sim
86874,2025-10-08 11:58:27,762.87,Varejo,CNP,,,8388,37413832,Mail Order,32,,,Sim
86875,2025-09-10 09:03:45,1091.74,Alimentação,CNP,,,3310,70526726,Phone Order,35,,,Sim
86876,2023-07-24 21:54:10,481.83,Varejo,CP,,,6979,79430995,Chip,54,,,Sim
86877,2025-03-03 10:45:13,679.7,Tecnologia,CP,,Apple Pay,9525,20190495,Chip,54,,,Sim
86878,2023-06-19 04:17:01,292.31,Entretenimento,CP,12.0,Apple Pay,5127,46999238,Swiped,59,,,Sim
86879,2023-08-14 04:56:04,293.22,Entretenimento,CNP,,,6715,24585405,eCommerce,38,,,Sim
86880,2025-04-08 01:28:03,963.65,Tecnologia,CNP,,,5439,45121893,Phone Order,35,,,Sim
86881,2025-08-27 06:18:51,808.57,Varejo,CP,8.0,,7722,66556902,Chip,54,,,Sim
86882,2025-03-09 12:07:25,914.22,Tecnologia,CP,6.0,,1784,25379736,Chip,54,,0.0,Sim
86883,2025-05-14 14:21:43,105.45,Alimentação,CP,1.0,,5609,42874045,Swiped,59,,0.0,Sim
86884,2025-09-20 15:00:12,856.92,Alimentação,CP,,,6010,86465156,Chip,54,,,Sim
86885,2025-01-19 20:06:36,1012.66,Varejo,CP,,,4729,51048982,PayPass,51,,,Sim
86886,2025-07-14 12:24:29,217.27,Varejo,CNP,,,6621,79044360,eCommerce,38,,,Sim
86887,2023-07-10 12:13:48,565.64,Alimentação,CP,1.0,,5032,21108325,Swiped,59,,,Sim
86888,2025-11-18 19:08:12,793.63,Varejo,CP,10.0,,9679,77320768,Chip,54,,,Sim
86889,2025-01-14 09:24:07,802.3,Alimentação,CP,,,1875,54799881,Swiped,59,,,Sim
86890,2023-08-25 21:11:45,1119.12,Alimentação,CNP,,,1792,57475788,Mail Order,32,,,Sim
86891,2025-08-18 20:16:26,930.57,Saúde,CP,,,8834,65846508,PayPass,51,,,Sim
86892,2025-08-24 10:19:34,624.3,Alimentação,CP,,,4544,86476850,Chip,54,,,Sim
86893,2025-09-02 10:15:15,664.24,Varejo,CNP,,,3813,52879819,Phone Order,35,0.0,,Sim
86894,2023-09-23 14:04:40,1050.97,Varejo,CNP,,,2820,10848728,Phone Order,35,,,Sim
86895,2023-08-03 13:11:57,489.34,Varejo,CP,,,7412,48484511,Chip,54,,1.0,Sim
86896,2025-07-21 15:38:52,837.24,Varejo,CP,,,9619,46878901,PayPass,51,,0.0,Sim
86897,2025-12-27 16:01:09,872.16,Tecnologia,CP,,,5704,63784896,Swiped,59,,,Sim
86898,2025-06-18 07:08:35,605.09,Tecnologia,CNP,,,7850,88289508,Recurring,36,,,Sim
86899,2023-12-22 20:51:52,229.58,Tecnologia,CP,5.0,Apple Pay,6883,81056854,Swiped,59,,,Sim
86900,2025-04-10 05:17:32,192.93,Varejo,CP,,,6097,94591642,Swiped,59,,,Sim
86901,2023-06-20 11:07:32,948.43,Alimentação,CP,,Apple Pay,4308,80415734,Swiped,59,,,Sim
86902,2023-11-17 09:02:44,1115.96,Varejo,CP,,,2479,17984295,Chip,54,,1.0,Sim
86903,2025-01-18 22:20:45,417.67,Alimentação,CP,,,9607,61544094,PayPass,51,,,Sim
86904,2023-02-16 22:21:07,246.58,Varejo,CP,,,8345,44544858,Swiped,59,,,Sim
86905,2025-02-25 12:45:28,1041.57,Varejo,CP,3.0,,8090,92771458,Chip,54,,,Sim
86906,2025-02-28 08:38:58,805.94,Alimentação,CP,11.0,,1672,90238471,Chip,54,,,Sim
86907,2025-01-08 05:26:06,990.19,Varejo,CP,,,8313,19012386,Swiped,59,,,Sim
86908,2023-04-22 01:40:07,1026.97,Tecnologia,CP,,Samsung Pay,1801,81273185,PayPass,51,,,Sim
86909,2023-05-05 23:49:29,1140.16,Educação,CP,10.0,,7497,18214659,Chip,54,,,Sim
86910,2025-03-30 06:21:34,800.01,Varejo,CP,,,1624,54294951,Swiped,59,,1.0,Sim
86911,2025-06-01 20:03:22,904.21,Varejo,CNP,,,7141,13669529,Mail Order,32,,,Sim
86912,2023-08-14 00:13:33,593.7,Varejo,CP,,,1385,56416404,Chip,54,,,Sim
86913,2025-11-18 20:22:35,201.22,Tecnologia,CP,,,9173,10144276,Chip,54,,,Sim
86914,2025-02-15 18:36:20,1058.33,Alimentação,CNP,,,9084,50645558,eCommerce,38,,,Sim
86915,2025-03-26 07:46:53,587.73,Varejo,CP,6.0,,2147,86562410,Swiped,59,,,Sim
86916,2025-04-03 00:06:28,1105.5,Alimentação,CP,3.0,,9415,59769802,Chip,54,,0.0,Sim
86917,2025-06-10 21:23:23,407.81,Tecnologia,CNP,,,1640,39782588,eCommerce,38,,,Sim
86918,2023-06-18 20:47:24,1184.41,Tecnologia,CP,12.0,,1112,95677215,Chip,54,,,Sim
86919,2023-11-04 18:25:25,793.99,Tecnologia,CP,6.0,,4163,50673236,Chip,54,,,Sim
86920,2025-03-12 12:59:53,1041.88,Alimentação,CP,,,2931,84983604,Chip,54,,1.0,Sim
86921,2025-02-06 12:28:47,987.18,Alimentação,CP,2.0,Google Pay,5782,42517880,Swiped,59,,,Sim
86922,2025-11-02 19:39:43,1130.0,Saúde,CP,,,2035,14426292,Chip,54,,0.0,Sim
86923,2025-04-26 07:19:57,844.65,Alimentação,CP,,Samsung Pay,9356,48292302,Swiped,59,,,Sim
86924,2025-02-25 10:59:02,287.16,Varejo,CP,,,9902,74346260,PayPass,51,,1.0,Sim
86925,2023-09-13 14:26:40,1005.29,Varejo,CP,,,5861,58094600,Swiped,59,,,Sim
86926,2025-05-17 18:56:42,444.57,Alimentação,CP,,,3843,16082971,Swiped,59,,,Sim
86927,2025-03-02 04:41:13,262.76,Varejo,CP,10.0,,1401,57977616,PayPass,51,,,Sim
86928,2025-04-20 18:20:11,526.69,Alimentação,CP,,,8902,95574113,Swiped,59,,,Sim
86929,2025-05-06 22:40:48,850.52,Varejo,CP,,,8408,56032400,Chip,54,,,Sim
86930,2025-09-01 13:41:25,171.04,Saúde,CP,,,3067,63477868,Chip,54,,,Sim
86931,2025-02-23 04:02:53,563.49,Varejo,CP,8.0,Samsung Pay,9729,61846293,Chip,54,,,Sim
86932,2023-07-30 18:03:24,1051.82,Alimentação,CP,,Samsung Pay,7443,68643585,Chip,54,,,Sim
86933,2023-01-12 06:19:41,226.72,Tecnologia,CP,9.0,,6439,93649761,Chip,54,,,Sim
86934,2025-04-09 10:38:33,704.88,Entretenimento,CNP,,,9898,20323629,Mail Order,32,,,Sim
86935,2023-05-25 03:11:38,171.62,Alimentação,CNP,,,8215,75858027,MasterPass,39,,,Sim
86936,2025-08-13 03:41:47,38.96,Entretenimento,CNP,,,8560,56016027,Phone Order,35,1.0,,Sim
86937,2025-08-15 09:12:51,396.91,Varejo,CP,,Google Pay,2744,45428182,Swiped,59,,,Sim
86938,2023-03-12 09:55:41,645.58,Varejo,CP,6.0,,3366,10658783,PayPass,51,,,Sim
86939,2023-03-06 15:57:34,591.96,Varejo,CNP,,,1112,95677215,Mail Order,32,,,Sim
86940,2025-03-24 06:49:15,483.49,Tecnologia,CNP,,,5433,44091151,Mail Order,32,,,Sim
86941,2025-05-21 10:16:36,735.42,Entretenimento,CP,,,4941,11319434,Chip,54,,1.0,Sim
86942,2025-02-03 06:51:59,134.06,Alimentação,CP,,,1219,76852104,Chip,54,,0.0,Sim
86943,2025-03-22 22:22:32,404.13,Varejo,CP,,Google Pay,3671,86017265,Chip,54,,,Sim
86944,2025-07-03 12:13:05,545.97,Varejo,CP,,,2852,54054674,Chip,54,,,Sim
86945,2023-04-08 03:19:24,719.49,Alimentação,CP,,,6802,37853166,Chip,54,,,Sim
86946,2023-08-24 14:39:37,316.9,Varejo,CP,,,6677,11407339,Swiped,59,,,Sim
86947,2025-09-03 07:38:59,602.38,Alimentação,CP,5.0,,9000,55492753,PayPass,51,,0.0,Sim
86948,2025-02-04 13:09:56,768.24,Tecnologia,CP,,,7284,86392283,PayPass,51,,,Sim
86949,2023-08-10 21:39:51,373.73,Alimentação,CNP,,,9696,60563393,eCommerce,38,,,Sim
86950,2023-04-06 15:30:53,808.71,Varejo,CP,,,6051,93560173,Swiped,59,,,Sim
86951,2025-08-03 07:24:07,713.08,Alimentação,CP,1.0,,3546,26701644,Chip,54,,,Sim
86952,2025-07-11 02:05:39,572.49,Tecnologia,CP,9.0,,3374,46909241,Chip,54,,,Sim
86953,2025-02-24 01:32:31,466.64,Saúde,CP,,,2915,15375569,PayPass,51,,,Sim
86954,2025-01-29 18:54:49,1017.57,Varejo,CP,,,1555,88595874,Swiped,59,,,Sim
86955,2025-05-10 08:46:48,345.98,Tecnologia,CP,,,9298,58484163,PayPass,51,,1.0,Sim
86956,2025-02-05 22:13:10,194.03,Varejo,CNP,,,3802,24015021,eCommerce,38,1.0,,Sim
86957,2025-04-03 02:12:29,96.29,Alimentação,CP,,,6943,44156884,Swiped,59,,1.0,Sim
86958,2025-05-28 13:31:32,499.05,Varejo,CP,10.0,,5442,47232226,Chip,54,,,Sim
86959,2023-11-28 16:36:21,749.69,Varejo,CNP,,,9573,28360692,Mail Order,32,,,Sim
86960,2023-11-23 01:00:28,416.13,Varejo,CNP,,,5986,67669928,eCommerce,38,,,Sim
86961,2025-08-18 23:41:21,930.02,Entretenimento,CNP,,,5723,33060973,MasterPass,39,1.0,,Sim
86962,2023-09-11 23:45:55,323.22,Alimentação,CP,,,7533,93260168,Swiped,59,,,Sim
86963,2023-12-03 00:18:38,125.02,Tecnologia,CNP,,,2630,58071932,Mail Order,32,0.0,,Sim
86964,2025-07-23 01:32:06,317.06,Alimentação,CP,,,4587,38068535,Swiped,59,,,Sim
86965,2023-06-25 02:33:52,764.97,Tecnologia,CNP,,,5426,51686638,Mail Order,32,0.0,,Sim
86966,2025-11-02 02:00:16,528.23,Entretenimento,CP,,,2774,82096053,Swiped,59,,,Sim
86967,2023-08-17 18:10:04,159.1,Varejo,CNP,,,3458,35676491,Recurring,36,,,Sim
86968,2023-06-16 15:18:51,664.93,Varejo,CP,,,8812,78091282,Swiped,59,,0.0,Sim
86969,2025-03-10 09:08:10,830.98,Varejo,CP,,,3501,96407081,Swiped,59,,0.0,Sim
86970,2025-05-01 18:16:18,154.97,Varejo,CP,,Apple Pay,7662,26707786,Swiped,59,,,Sim
86971,2023-08-21 09:42:43,449.92,Educação,CNP,,,7763,64914792,MasterPass,39,1.0,,Sim
86972,2025-06-25 11:08:22,427.44,Varejo,CP,,,6998,44545614,PayPass,51,,,Sim
86973,2023-02-20 18:07:55,297.93,Alimentação,CP,,Apple Pay,6979,79430995,Swiped,59,,,Sim
86974,2025-01-06 03:47:32,633.19,Alimentação,CP,11.0,,3333,18824528,Swiped,59,,1.0,Sim
86975,2025-04-18 13:00:37,953.1,Entretenimento,CNP,,,3557,52757573,Mail Order,32,,,Sim
86976,2025-11-19 10:10:30,738.35,Alimentação,CP,5.0,,1624,54294951,PayPass,51,,,Sim
86977,2025-02-08 04:14:46,707.65,Varejo,CNP,,,2198,98013658,Mail Order,32,,,Sim
86978,2023-07-08 21:37:36,853.2,Tecnologia,CP,,,8087,77290059,Chip,54,,,Sim
86979,2025-02-12 06:27:07,700.54,Tecnologia,CNP,,,1749,58083009,Mail Order,32,0.0,,Sim
86980,2025-09-15 01:39:26,39.45,Tecnologia,CP,,,8063,75943548,PayPass,51,,1.0,Sim
86981,2023-08-14 01:25:01,1194.58,Saúde,CNP,,,1035,11601260,eCommerce,38,,,Sim
86982,2023-08-10 14:05:24,983.53,Varejo,CNP,,,9998,63375173,Recurring,36,,,Sim
86983,2025-02-08 19:27:43,943.67,Alimentação,CP,5.0,,6886,22652601,Swiped,59,,0.0,Sim
86984,2023-08-22 00:30:16,684.63,Varejo,CNP,,,1376,50442509,MasterPass,39,,,Sim
86985,2023-07-11 01:08:23,962.24,Alimentação,CP,,Apple Pay,5025,28907736,PayPass,51,,1.0,Sim
86986,2023-08-11 23:05:42,835.76,Saúde,CP,,,1185,84080794,Swiped,59,,,Sim
86987,2023-08-19 12:01:11,259.48,Varejo,CNP,,,8408,56032400,MasterPass,39,,,Sim
86988,2025-06-10 10:52:35,557.57,Tecnologia,CNP,,,5243,63463397,eCommerce,38,,,Sim
86989,2025-07-23 04:08:46,217.12,Tecnologia,CP,,Google Pay,5734,41202148,Swiped,59,,,Sim
86990,2023-11-08 22:33:18,592.54,Saúde,CP,1.0,,8481,60730344,PayPass,51,,,Sim
86991,2025-06-08 13:27:57,50.77,Varejo,CP,,,1137,12241486,PayPass,51,,,Sim
86992,2025-09-26 08:22:18,1154.46,Educação,CP,10.0,,3238,22620437,PayPass,51,,1.0,Sim
86993,2025-06-09 03:21:20,35.94,Tecnologia,CNP,,,6466,33745761,Phone Order,35,,,Sim
86994,2025-07-19 15:30:19,990.15,Varejo,CP,,,9003,69341015,PayPass,51,,,Sim
86995,2025-03-10 20:59:06,477.98,Varejo,CP,,,9642,94233393,PayPass,51,,,Sim
86996,2023-09-05 02:49:14,999.27,Varejo,CP,1.0,,7249,11793874,Chip,54,,,Sim
86997,2023-10-07 11:10:18,609.9,Varejo,CNP,,,4991,27732422,Phone Order,35,,,Sim
86998,2025-04-06 07:04:40,774.64,Varejo,CP,,,2660,88444641,Chip,54,,,Sim
86999,2025-04-16 10:03:53,902.2,Varejo,CP,,Samsung Pay,2660,88444641,Chip,54,,,Sim
87000,2025-07-11 08:03:12,548.03,Varejo,CNP,,,1844,69623653,eCommerce,38,,,Sim
87001,2025-04-09 17:07:55,27.27,Alimentação,CNP,,,7217,17384883,Mail Order,32,,,Sim
87002,2025-03-24 21:10:04,1049.47,Varejo,CP,,,1743,16433372,Swiped,59,,0.0,Sim
87003,2025-04-28 21:26:19,1038.63,Varejo,CNP,,,8221,62682539,Phone Order,35,,,Sim
87004,2023-09-23 14:58:47,486.41,Alimentação,CP,,,3553,84238232,Swiped,59,,,Sim
87005,2025-05-16 22:59:55,325.03,Alimentação,CP,,,1636,76751959,Chip,54,,0.0,Sim
87006,2025-03-29 19:44:15,891.66,Alimentação,CP,,,3333,18824528,PayPass,51,,,Sim
87007,2025-11-13 21:09:42,1179.73,Saúde,CP,,,3605,92950743,Swiped,59,,,Sim
87008,2023-12-23 23:26:56,270.3,Alimentação,CP,1.0,,9393,36679135,Chip,54,,0.0,Sim
87009,2025-07-09 09:29:38,297.34,Alimentação,CNP,,,9884,31919898,MasterPass,39,,,Sim
87010,2025-03-26 15:09:17,996.01,Tecnologia,CP,,,1311,30580128,Swiped,59,,1.0,Sim
87011,2023-05-09 18:02:48,617.47,Educação,CP,,,8809,91811308,Swiped,59,,,Sim
87012,2025-02-03 03:14:26,1177.64,Tecnologia,CP,,,9602,39300548,Swiped,59,,0.0,Sim
87013,2025-07-14 03:46:03,600.74,Saúde,CNP,,,9590,16295089,eCommerce,38,,,Sim
87014,2025-06-14 12:02:56,1046.05,Tecnologia,CNP,,,3041,40030393,Recurring,36,1.0,,Sim
87015,2025-11-07 13:10:25,1153.64,Tecnologia,CNP,,,6094,15228064,Mail Order,32,,,Sim
87016,2025-04-17 03:04:15,703.69,Varejo,CP,1.0,,4945,35570499,Swiped,59,,1.0,Sim
87017,2025-02-26 08:35:28,1143.48,Alimentação,CNP,,,3971,40923809,Phone Order,35,,,Sim
87018,2023-08-06 17:17:48,923.62,Alimentação,CNP,,,7703,30995989,MasterPass,39,,,Sim
87019,2025-04-07 05:09:33,187.96,Alimentação,CNP,,,2061,66205046,Recurring,36,,,Sim
87020,2025-02-28 23:58:34,785.27,Saúde,CP,,,8144,20935068,Chip,54,,,Sim
87021,2023-01-27 07:19:19,306.07,Saúde,CP,,Samsung Pay,1204,61847122,Chip,54,,,Sim
87022,2023-06-27 01:17:43,1061.52,Varejo,CP,,,6752,45318089,Chip,54,,1.0,Sim
87023,2025-02-16 20:24:34,235.93,Varejo,CP,,,2660,88444641,Swiped,59,,1.0,Sim
87024,2025-10-01 00:26:01,947.0,Saúde,CNP,,,9252,71112953,Phone Order,35,,,Não
87025,2023-05-11 23:06:33,422.08,Entretenimento,CP,,,2542,81664217,PayPass,51,,0.0,Sim
87026,2025-05-09 22:46:49,1134.64,Alimentação,CNP,,,1016,38697938,Phone Order,35,,,Sim
87027,2025-10-01 10:26:25,245.47,Varejo,CP,,Google Pay,3678,94533663,Swiped,59,,0.0,Sim
87028,2023-10-18 18:40:51,254.99,Tecnologia,CNP,,,6551,75101394,Recurring,36,,,Sim
87029,2025-08-14 01:55:17,162.52,Alimentação,CP,5.0,,2855,36203043,Chip,54,,,Sim
87030,2023-09-03 20:46:28,763.51,Alimentação,CP,,,6752,45318089,Chip,54,,0.0,Sim
87031,2023-04-23 15:42:35,1035.68,Tecnologia,CP,,,1373,16048312,Swiped,59,,,Sim
87032,2025-03-17 09:33:55,791.08,Varejo,CNP,,,4828,73382107,eCommerce,38,,,Sim
87033,2023-10-15 08:28:45,1129.35,Tecnologia,CP,1.0,Apple Pay,6063,36554543,Chip,54,,,Sim
87034,2025-01-02 11:01:59,645.18,Varejo,CP,11.0,,5377,13962472,Swiped,59,,0.0,Sim
87035,2023-04-18 01:09:24,116.96,Tecnologia,CNP,,,5243,63463397,MasterPass,39,,,Sim
87036,2025-08-02 14:39:20,881.65,Varejo,CP,10.0,Samsung Pay,5139,90079487,Chip,54,,,Sim
87037,2023-05-27 22:05:12,1191.56,Entretenimento,CP,,,7450,18090982,PayPass,51,,0.0,Sim
87038,2023-12-15 07:38:41,762.99,Varejo,CP,,Samsung Pay,8087,77290059,PayPass,51,,,Sim
87039,2025-06-07 08:54:52,45.14,Alimentação,CP,4.0,,5934,70319526,Swiped,59,,,Sim
87040,2025-01-14 15:12:54,759.35,Alimentação,CNP,,,6101,80875154,eCommerce,38,0.0,,Sim
87041,2025-05-11 06:37:57,219.34,Alimentação,CNP,,,6640,75266727,eCommerce,38,1.0,,Sim
87042,2025-04-29 07:05:07,90.61,Entretenimento,CP,,,8478,65769692,Swiped,59,,,Sim
87043,2025-06-13 01:05:14,886.63,Varejo,CNP,,,5276,17627991,Recurring,36,,,Sim
87044,2023-11-12 23:58:02,255.52,Alimentação,CNP,,,4555,45385209,Phone Order,35,,,Sim
87045,2025-06-17 01:54:10,443.79,Varejo,CP,2.0,,9950,33488774,Chip,54,,1.0,Sim
87046,2025-02-12 21:28:06,216.04,Varejo,CP,,,1966,92608108,PayPass,51,,0.0,Sim
87047,2023-07-01 06:16:07,113.04,Saúde,CP,,Google Pay,7023,20123121,PayPass,51,,,Sim
87048,2023-09-02 15:03:38,862.42,Alimentação,CP,,Samsung Pay,7662,26707786,Swiped,59,,,Sim
87049,2025-02-28 21:33:00,622.49,Alimentação,CP,,Apple Pay,4827,56141932,Swiped,59,,,Sim
87050,2025-04-09 00:58:01,893.24,Varejo,CP,10.0,,4294,45798586,Swiped,59,,1.0,Sim
87051,2025-04-08 19:22:53,230.34,Alimentação,CNP,,,8086,36161579,Mail Order,32,,,Sim
87052,2025-04-13 08:06:07,227.66,Alimentação,CNP,,,1583,45219126,Recurring,36,1.0,,Sim
87053,2025-06-23 07:54:59,657.24,Alimentação,CNP,,,6253,86870356,Mail Order,32,0.0,,Sim
87054,2025-07-10 19:56:20,150.43,Alimentação,CP,,,3018,50087287,Swiped,59,,,Sim
87055,2023-09-05 15:53:55,678.39,Alimentação,CP,,,8371,64308236,PayPass,51,,,Sim
87056,2025-06-11 07:18:01,351.33,Varejo,CP,7.0,,5174,84051135,Chip,54,,,Sim
87057,2025-08-20 14:25:00,1070.97,Tecnologia,CP,2.0,Apple Pay,9189,42980122,Chip,54,,1.0,Sim
87058,2023-03-29 01:02:18,945.91,Varejo,CP,10.0,,1016,38697938,Chip,54,,1.0,Sim
87059,2023-07-09 19:53:29,251.09,Varejo,CP,,,1841,31545202,Swiped,59,,,Sim
87060,2025-01-04 15:00:16,657.94,Saúde,CP,,,1816,37033547,Chip,54,,0.0,Sim
87061,2025-04-02 23:15:19,929.66,Varejo,CP,3.0,,3422,91842807,Swiped,59,,1.0,Sim
87062,2025-03-23 02:30:52,321.06,Varejo,CP,12.0,Samsung Pay,8785,21031031,PayPass,51,,,Sim
87063,2023-03-28 08:31:28,96.25,Alimentação,CP,3.0,,9946,16314196,Swiped,59,,,Sim
87064,2025-05-05 02:11:27,69.75,Tecnologia,CP,2.0,,2135,47125918,Swiped,59,,,Sim
87065,2023-12-13 08:12:01,868.26,Entretenimento,CNP,,,6135,25231460,Recurring,36,,,Sim
87066,2023-02-01 13:51:15,898.27,Saúde,CP,,,7379,10331796,Chip,54,,1.0,Sim
87067,2023-10-29 07:31:22,486.96,Tecnologia,CP,,,4479,68444759,Swiped,59,,,Sim
87068,2025-06-29 02:45:18,932.46,Entretenimento,CNP,,,2343,60722848,eCommerce,38,,,Sim
87069,2025-01-18 04:57:55,1037.65,Tecnologia,CP,,,6724,36444946,Swiped,59,,,Sim
87070,2025-04-19 18:34:08,126.43,Alimentação,CNP,,,1689,94545036,eCommerce,38,,,Sim
87071,2023-10-26 11:36:04,411.7,Tecnologia,CNP,,,1743,16433372,Phone Order,35,,,Sim
87072,2025-09-06 15:39:56,330.11,Alimentação,CP,,,5957,66863583,Chip,54,,,Sim
87073,2023-03-29 13:28:16,942.46,Tecnologia,CNP,,,2774,57409912,Phone Order,35,,,Sim
87074,2023-06-25 23:26:46,111.87,Saúde,CNP,,,3539,64765743,Mail Order,32,,,Sim
87075,2023-11-18 03:15:09,804.4,Varejo,CP,2.0,,6952,53501966,Chip,54,,,Sim
87076,2025-01-04 22:41:41,671.03,Varejo,CP,,,8177,37767115,Swiped,59,,,Sim
87077,2023-07-29 04:57:22,156.05,Tecnologia,CP,,,4297,69523707,PayPass,51,,0.0,Sim
87078,2025-01-16 06:52:19,319.94,Tecnologia,CP,,,5267,59846813,Chip,54,,,Sim
87079,2025-02-27 13:49:24,522.53,Alimentação,CP,,,8605,14491784,Swiped,59,,,Sim
87080,2025-08-09 00:23:49,705.29,Tecnologia,CP,11.0,,8307,91855663,PayPass,51,,,Sim
87081,2023-03-29 05:25:24,43.67,Varejo,CP,,Samsung Pay,6510,72700080,PayPass,51,,,Sim
87082,2023-02-15 12:02:10,573.82,Alimentação,CNP,,,5005,32264725,eCommerce,38,,,Sim
87083,2025-06-14 12:54:15,1182.65,Alimentação,CP,1.0,,9789,90106435,Chip,54,,,Sim
87084,2025-04-28 03:16:07,474.24,Alimentação,CP,3.0,,5174,84051135,PayPass,51,,1.0,Sim
87085,2025-05-19 19:30:45,199.8,Varejo,CNP,,,3639,41782373,Phone Order,35,,,Sim
87086,2025-07-25 15:40:50,182.77,Alimentação,CNP,,,7657,21900506,eCommerce,38,,,Sim
